NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10019105,SkyPoint FCU,MD,Carla Decker,Tom Glatt
10028289,Washington Area Teachers FCU,PA,Rebecca Hall,Denise Hawk
10018647,Louisiana Catholic FCU,LA,Agnes Finley,Tom Wood
10032494,Universal FCU,WV,Jason Hutchinson,Chuck Robateau
10024759,First Carolina People's CU,NC,Stacey Jones,Crystal Grant
10038792,I.L.A. Local 1235 FCU,NJ,Kristina Amado,Linda Cernadas
10010340,Valley CU,AL,Dawn Truitt,Chiquita Smith
10024766,Guco CU,NC,Beth Waters,Timothy Lineberry
10023591,Buffalo Conrail FCU,NY,Daniel DeWald,Paul Whelan
10029649,OMC ECU,TN,Stephanie Young,Jennifer Ferris
10016329,Select Employees Credit Union,IL,Susan Branch,Suzie Branch
10015890,Advantage One CU,IL,Amy Venhuizen,Michael Hemmer
10011998,Altura FCU,CA,Jennifer Binkley-Heiting,Jennifer Binkley
10029058,Nucor ECU,SC,Richard Ryan,Leon Topalian
10019560,Jeanne D'Arc CU,MA,Larissa THURSTON,Larissa Thurston
10034373,Metro Realtors FCU,NY,Michelle Singh,Tony Russo
10031928,Roanoke Valley Community CU,VA,Pamela Duke,Lauren Whitmire
10038577,Sisseton-Wahpeton FCU,SD,Hayley Martenson,Stephanie Sievers
10034521,Pie CU,TX,Orelia Clay,Jessica Inman
10039590,First Frontier FCU,NY,Daniel Maloney,Susan Maloney
10013799,PowerNet CU,FL,Rob Picard,Donald Prue
10019588,All One CU,MA,Barbara Mahoney,John O'Brien
10036572,VAH Lyons EFCU,NJ,Mark Malinowski,Gloria Westervelt
10034847,Pathways Financial Credit Union,OH,Michael Shafer,Gregory Kidwell
10031478,San Juan CU,UT,Leah Lyman,Sherrie Patterson
10030707,Pantex FCU,TX,Curtis Hall,Cliff Murley
10032906,Holy Family Memorial CU,WI,Joel Strozewski,Jonathan Roepke
10014037,Monroe County Teachers FCU,FL,Cary Csombok,Allison White
10032633,Alloy Employees Credit Union,WI,Jennifer Penning,Kevin Mater
10031816,Lynchburg Municipal EFCU,VA,Steven Perrow,Demetria Baker
10020196,Consumers Professional CU,MI,Terry Garrison,David Kindy
10039617,Frederiksted FCU,VI,Maria Porfil,Patrice Canton
10039619,VEFCU,VI,Avery Evans,John Clenance
10001589,First Heritage Co-Operative CU Ltd,,Roxann Linton,Quilston Harrison
