State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Montana,3,39,9,33,42,142016,3332121702,438188,7802394171,0.07142857143,0.3240983322,0.4270640048
Nebraska,4,46,10,40,50,191850,2142206046,563170,6770549792,0.08,0.3406609017,0.3164006044
Nevada,3,10,8,5,13,88860,1752033291,406953,8569739730,0.2307692308,0.2183544537,0.2044441659
New Hampshire,2,11,7,6,13,382795,6387945703,825661,13040322798,0.1538461538,0.4636224794,0.4898610105
New Jersey,19,113,6,126,132,195039,4216526942,941249,15252596232,0.1439393939,0.2072129692,0.2764465064
New Mexico,8,29,18,19,37,846541,14713956802,1135855,19648139949,0.2162162162,0.7452896717,0.7488727605
New York,64,210,11,263,274,5650880,106659114440,6966552,127062857132,0.2335766423,0.8111444514,0.8394200858
North Carolina,12,46,29,29,58,3699741,67978538376,5162882,86619679306,0.2068965517,0.7166038271,0.7847932354
North Dakota,1,28,16,13,29,8387,189795019,213935,5672861793,0.03448275862,0.03920349639,0.0334566619
Ohio,31,171,91,111,202,920072,13275444441,3263091,48535643438,0.1534653465,0.2819633286,0.27351949
Oklahoma,6,47,9,44,53,248784,4087027356,1446636,21123708066,0.1132075472,0.1719741524,0.1934805832
Oregon,11,38,20,29,49,1016372,17150694774,2297838,38414988248,0.2244897959,0.4423166472,0.4464584152
Pennsylvania,34,253,35,252,287,2930617,49472049986,4968538,80006345122,0.118466899,0.589834877,0.6183515809
Rhode Island,0,14,8,6,14,0,0,497846,10617066741,0,0,0
South Carolina,13,34,8,39,47,1267635,18637939241,1690955,23572163155,0.2765957447,0.7496562593,0.7906758119
South Dakota,5,28,0,33,33,50191,752325109,344902,5903235742,0.1515151515,0.1455224962,0.1274428368
Tennessee,12,116,70,58,128,846012,17591608222,2642292,44713980620,0.09375,0.3201811155,0.3934252325
Texas,52,338,160,230,390,5807862,93297851157,10668217,161213616087,0.1333333333,0.5444079362,0.5787219059
Utah,4,50,22,32,54,1752792,27032840930,4034269,63315917031,0.07407407407,0.4344757377,0.4269517397
Vermont,3,12,10,5,15,231976,4126476665,437000,6924706432,0.2,0.5308375286,0.5959063688
Virginia,41,55,19,77,96,19632734,257523213839,20590728,272602731475,0.4270833333,0.9534744959,0.9446831748
Washington,7,69,48,28,76,1887966,35515736773,4908262,90433167288,0.09210526316,0.3846506156,0.3927291041
West Virginia,3,71,3,71,74,36885,494429892,377981,5045345635,0.04054054054,0.09758427011,0.09799722908
Wisconsin,3,99,99,3,102,777167,8864790646,3924882,71313916220,0.02941176471,0.1980102841,0.1243066026
Wyoming,2,16,0,18,18,143560,2185214455,385044,5803022344,0.1111111111,0.3728405065,0.3765648873
Totals,627,3811,1717,2721,4438,74686325,1229666637318,144078396,2384060918002,0.1412798558,0.5183728239,0.5157865842
