NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10016436,United Equity Credit Union,IL,Kara Johnston,Ann Wildman
10033032,Marine CU,WI,Darrick Weeks,Thomas Knothe
10036209,Coast Central CU,CA,James Sessa,Fred Moore
10032801,Connexus CU,WI,Boyd Gustke,Chad Rogers
10030412,Community Resource CU,TX,Russell Ballard,Brenda Weinberger
10032748,Co-op Credit Union,WI,Eric Chrisinger,Timothy Tranberg
10030533,Service 1st CU,TX,Sherri Houston,Ryon Gilliam
10020192,One Detroit CU,MI,Hank Hubbard,Portia Powell
10039706,Opportunities CU,VT,Katharine Laud,Erin Metivier
10013674,TRU FI Credit Union,FL,Anita Crews,Angela Drury
10021828,Central Missouri Community CU,MO,Carol White,Randall Bettis
10031126,Trinity Valley Teach CU,TX,James Ives,Becky Goodman
10032158,Express CU,WA,Paul Baudin,Helen Gibson
10018584,New Orleans Police Dept ECU,LA,Michael Ellington,Terrence Duffy
10012456,Utility District CU,CA,Anthony Rappa,Carolyn Maughan
10017605,Meridian CU,IA,Brenda Wynn,Josh Hall
10020057,Auto Owners Associates CU,MI,Patty Fox,Brandon Biddinger
10021825,Central Communications CU,MO,Philip Weber,Brandon Richardson
10021871,Summit Ridge CU,MO,Brenda Rempe,Sharri Wardlow
10021967,Kansas City CU,MO,Brandon Richardson,Justin Wolfe
10000764,Catholic United Financial CU,MN,Andrea Ferkingstad,Andrea Kuhl
10026141,St James Parish CU,OH,Julianne Bruzina,Debbie Schuster
10017900,Peoples Choice CU,KS,Tana Neal,Shelley Cole
10021244,Duluth Fire Dept CU,MN,Daivd Torgerson,David Torgerson
10021895,Fedco CU,MO,Connie Hegerfeld,Ronda Bryant
10031479,S E A CU,UT,William Jolley,Brent Prisbrey
10010268,Mobile Postal ECU,AL,Brandy Cross,Thomas George
10030154,Alamo City CU,TX,Melissa Valdez,Jessica Perez
10030369,Highway ECU,TX,Linda Akin,Melissa Frick
10131977,Arise Community Credit Union,MN,Daniel Johnson,Francis Odhiambo
10030368,Highway District 9 CU,TX,Rachel Nolen,Rachel Reavis
10016785,Purdue FCU,IN,Robert Falk,Darrick Weeks
10033400,Blue FCU,WY,Stephanie Teubner,Stephanie Propps
10010539,Telcoe FCU,AR,Sarah Mosley,Kristy Vest
10032046,Cascade FCU,WA,Sarah Richardson,Sam Jimenez
10010516,Pine Bluff Cotton Belt FCU,AR,Greg Hutchins,James Hutchins
10010542,UARK FCU,AR,Gina Williams,Ashlee McCue
10034138,DOY FCU,OH,James Bellavia,Teresa Norris
10039618,St Thomas FCU,VI,Keisha Richards,Keisha L Richards
10018847,Lisbon Community FCU,ME,George Roy,Sarah Perkins
10033904,Kauai FCU,HI,Monica Belz,Sean Kaley
10039747,South Metro FCU,MN,Robert Goscicki,Kent Engler
10027684,Luzerne County FCU,PA,Daniel Stempleski,Amy Chappell
10027421,Glass Cap FCU,PA,Judith Gratson,Rebecca Detrick
10010449,Dillard's FCU,AR,Tammy Brooks,Tammie Sneed
10021001,Tandem FCU,MI,Deirdre Taylor,Charla Taylor
10034811,L'Oreal USA FCU,NJ,Rich Byrne,Sandy Schwalb
10030468,TexStar FCU,TX,Ronald Hyde,Adam Conine
10034849,IU 7 FCU,PA,Bill Costan,Misty Gilkey
10035860,Valwood Park FCU,TX,Tammy Perkins,Ronnye Parma
10105024,New York Episcopal FCU,NY,Robert Jacobs,Stephen Breed
10022975,Jersey City Police FCU,NJ,Lynn Stazak,Jorge Santana
10026128,St Colman and Affiliates FCU,OH,Dennis Solomon,Maddy Klein
10027222,Copper and Glass FCU,PA,Rosanna DiMarco,Elizabeth Kudla
10019778,Revere Firefighters CU,MA,Thomas Todisco,Michael O'Hara
10019390,Dedham Town EFCU,MA,Paula Roche,Janis Riley
10013190,The New Haven Police and Municipal FCU,CT,Nancy Zito,Elishia Allen
10034717,CCMH FCU,WV,Annette Cox,Christina Myers
10022435,Box Butte Public EFCU,NE,Carrie Winter,Rebecca Braun
10033636,Champion FCU,OH,Mary Dougherty,Melissa Gordon
10038577,Sisseton-Wahpeton FCU,SD,Stephanie Sievers,Hayley Martenson
10039763,Episcopal Community FCU,CA,Urla Gomes,Johnny Lee
10039584,Univ of Pennsylvania Students FCU,PA,Giselle Gonzaga,Cheryl Bai
10120400,Young Community Credit Union,KY,Jacque Young,Anthony Young
10029768,Tennessee River FCU,TN,Wanda Roberts,Jennifer Williams
10035783,Team & Wheel FCU,NC,Juanita Brewer,Brian Bone
10022424,First Lincoln FCU,NE,Barbara Wisowaty,Fatima Rivera
10019592,Lexington MA FCU,MA,Carol Patterson,Janice Evelyn
10030698,Pampa Teachers FCU,TX,Jeanette Longoria,Codi Hess
10022321,Froid FCU,MT,Ellina Clark,Amanda Murray
10037139,Korean Catholic FCU,MD,Jennifer Seo,Jacklyn Rim
10030385,Houston Belt & Term FCU,TX,Julie Rice,Ky'Auna Jones
10036250,Elco FCU,GA,Joanne Dyal,Joanne Stowers
10038355,BMH FCU,TN,Linda Lawson,Amy Mason
10084141,WeDevelopment Federal Credit Union,MO,Gwendolyn Washington,Shirley Saffold
10060539,Unity of Eatonville FCU,FL,James Rivera,Karen Davis
10131315,New Jersey State PBA Federal Credit Union,NJ,Peter Andreyev,Keith Stone
10015380,Effingham Highway CU,IL,Cindy Turner,Ronni Turner
